northboundVersion,apiName,headers,httpMethod,endpoint,jsonBody,southboundVersion,southboundMethod
v1,[Deprecated] login,Session-Id;Virgin-Device-Id;Accept-Version,POST,security_management/login,"{ ""email"" : ""example"", ""lang"" : ""example"" }",V1,_login
v1,Login with Email or Number,Session-Id;Virgin-Device-Id;Accept-Version,POST,security_management/login_with_email_or_number,"{ ""email_or_number"" : ""example"", ""lang"" : ""example"" }",V1,login
v1,login,Virgin-Device-Id;Accept-Version,POST,security_management/login_by_device_id,,V1,login_by_device_id
v1,Check Email,,POST,security_management/check_email,"{ ""email"" : ""example"" }",V1,check_email
v1,Logout,Session-Id;Virgin-Device-Id;Accept-Version,DELETE,security_management/logout,{ },V1,logout
v1,Social Login,,POST,security_management/social_login,"{ ""token"" : ""example"", ""social_type"" : ""example"", ""lang"" : ""example"" }",V1,social_login
v1,Set User Password -- DEPREACTED use /password,,POST,security_management/set_password,"{ ""email"" : ""example"", ""password"" : ""example"" }",V1,set_password
v1,Change User Password -- DEPREACTED use /password,Session-Id,,,"{ ""old_password"" : ""example"", ""new_password"" : ""example"" }",V1,change_password
v1,Send Reset Password Email,Session-Id,POST,security_management/send_reset_password_email,"{ ""email"" : ""example"" }",V1,send_reset_password_email
v1,Verify Password -- DEPREACTED use /password,Session-Id,POST,security_management/verify_password,"{ ""password"" : ""example"" }",V1,verify_password
v1,Return current user profile,Session-Id;Accept-Version;Virgin-Device-Id,GET,security_management/me,,V1,profile
v1,Validate Verfication Code,Session-Id,POST,security_management/validate_verification_code,"{ ""code"" : ""example"" }",V1,validate_verification_code
v1,UnRegister [[TESTING]],Session-Id,DELETE,security_management/unregister,"{ ""email"" : ""example"", ""password"" : ""example"" }",V1,unregister
v1,Cancel Email Request,Session-Id,DELETE,security_management/cancel_email_request,"{ ""new_email"" : ""example"" }",V1,cancel_email_request
v1,Request Change Email,Session-Id;Virgin-Device-Id,POST,security_management/request_change_email,,V1,request_change_email
v1,Update Email,Session-Id;Virgin-Device-Id,PUT,security_management/update_email,"{ ""email"" : ""example"", ""code"" : ""example"" }",V1,update_email_request
v1,Confirm Email,Session-Id,POST,security_management/confirm_email,"{ ""code"" : ""example"" }",V1,confirm_update_email
v1,Get email by Token,Session-Id,POST,security_management/email_by_token,"{ ""token"" : ""example"", ""social_type"" : ""example"" }",V1,email_by_token
v1,send verification code,Session-Id;Virgin-Device-Id,POST,security_management/send_verification_email,{ },V1,send_verification_email
v1,send verification email VIP,Session-Id;Virgin-Device-Id;Accept-Version,POST,security_management/send_verification_email_for_vip,"{ ""email"" : ""example"" }",V1,send_verification_email_for_vip
v1,Check account,Session-Id;Virgin-Device-Id;Accept-Version,POST,security_management/check,"{ ""email_or_number"" : ""example"" }",V1,check_email_new
v1,Send OTP,Session-Id;Virgin-Device-Id;Accept-Version,POST,security_management/register_by_number_otp,"{ ""number"" : ""example"" }",V1,send_otp
v1,Regiser by Number,Session-Id;Virgin-Device-Id;Accept-Version,POST,security_management/register_by_number,"{ ""number"" : ""example"", ""email"" : ""example"", ""otp"" : ""example"" }",V1,register_by_number
v1,Regiser & Login,Session-Id;Virgin-Device-Id;Accept-Version,POST,security_management/register_and_login,"{ ""number"" : ""example"", ""email"" : ""example"", ""otp"" : ""example"", ""lang"" : ""example"" }",V1,register_and_login
v1,block_unblock_sim,Session-Id;Virgin-Device-Id;Accept-Version,POST,sim/block_unblock_sim,"{ ""number"" : ""example"" }",V1,block_unblock_sim
v1,replace_sim_summary,Session-Id;Virgin-Device-Id;Accept-Version,GET,sim/replace_sim_summary,"{ ""number"" : ""example"" }",V1,replace_sim_summary
v1,pay_replace_sim,Session-Id;Virgin-Device-Id;Accept-Version,POST,sim/pay_replace_sim,"{ ""number"" : ""example"", ""payment_method_id"" : 123, ""cvv"" : ""example"" }",V1,pay_replace_sim
v1,activate_replaced_sim,Session-Id;Virgin-Device-Id;Accept-Version,POST,sim/activate_replaced_sim,"{ ""number"" : ""example"" }",V1,activate_replaced_sim
v1,Activate Sim,Session-Id;Virgin-Device-Id;Accept-Version,POST,sim/activate,"{ ""booking_code"" : ""example"", ""sim_number"" : ""example"" }",V1,activate_sim
v1,[Deprecated - June29-2020] Use `POST /sim/block_unblock_sim` with *true* block param instead,Session-Id;Virgin-Device-Id;Accept-Version,,,"{ ""cvv"" : ""example"", ""number"" : ""example"" }",V1,deactivate_sim
v1,is Activated,Session-Id;Virgin-Device-Id;Accept-Version,GET,sim/is_activated,"{ ""booking_code"" : ""example"" }",V1,is_activated
v1,Reactivate Account,Session-Id;Virgin-Device-Id;Accept-Version,,,"{ ""email"" : ""example"" }",V1,reactivate_account
v1,Lost Sim Payment / Deactivation,Session-Id;Virgin-Device-Id;Accept-Version,,,"{ ""cvv"" : ""example"", ""number"" : ""example"" }",V1,lost_sim_payment
v1,Request OTP,Session-Id;Virgin-Device-Id;Accept-Version,,,"{ ""number"" : ""example"" }",V1,request_otp
v1,Get the orientation posts,,,,{ },,
v1,Stores,,,,{ },,
v1,Stores Distance Matrix,,,,"{ ""lat"" : 1.23, ""lng"" : 1.23 }",,
v1,Catgeories,Session-Id;Virgin-Device-Id;Accept-Version,,,{ },V1,storefront_categories
v1,Home Page Cards,Session-Id;Virgin-Device-Id;Accept-Version,,,,V1,storefront_home_page_cards
v1,Prepaid Plans,Session-Id;Virgin-Device-Id;Accept-Version,,,,V1,prepaid_plans
v1,Change Plan Cards,Session-Id;Virgin-Device-Id;Accept-Version,,,{ },V1,storefront_change_plan_cards
v1,Sub Catgeories,Session-Id;Virgin-Device-Id;Accept-Version,,,"{ ""id"" : ""example"" }",V1,storefront_sub_categories
v1,Postpaid Plan suggestion,Session-Id;Virgin-Device-Id;Accept-Version,,,,V1,storefront_postpiad_plan_suggestion
v1,Submit a survey,Session-Id;Virgin-Device-Id,,,"{ ""email"" : ""example"", ""survey_type"" : ""example"", ""answer"" : ""example"" }",V1,submit_survey
v1,Payment Alternatives,,,,,V1,payment_alternatives
v1,Terminate Account,Session-Id,,,,V1,terminate_account
v1,Terminate Reason,,,,"{ ""email"" : ""example"", ""reason"" : ""example"" }",V1,terminate_reason
v1,Terminate Reason,,,,,V1,
v1,Schedule Account Termination,Session-Id;Virgin-Device-Id,,,,V1,schedule_account_termination
v1,Cancel Termination,Session-Id;Virgin-Device-Id,,,,V1,cancel
v1,Schedule Account Termination,Session-Id;Virgin-Device-Id,,,,V1,schedule_account_termination
v1,Reactivate Account,Virgin-Device-Id,,,"{ ""email"" : ""example"" }",V1,reactivate_account
v1,Get available denominations,Session-Id;Virgin-Device-Id;Accept-Version,GET,topup/available_denominations,"{ ""number"" : ""example"" }",V1,available_denominations
v1,Get Auto top-up,Session-Id;Virgin-Device-Id;Accept-Version,GET,topup/auto,"{ ""number"" : ""example"" }",V1,get_auto_topup
v1,Set Auto Recharge Details,Session-Id;Virgin-Device-Id;Accept-Version,POST,topup/auto,"{ ""number"" : ""example"", ""amount"" : ""example"" }",V1,set_auto_recharge
v1,[Deprecated - June29-2020] Use `POST /topup/auto` instead,Session-Id;Virgin-Device-Id;Accept-Version,POST,topup/auto_with_cvv,"{ ""number"" : ""example"", ""amount"" : ""example"", ""cvv"" : ""example"" }",V1,set_auto_recharge
v1,One-Off Topup,Session-Id;Virgin-Device-Id;Accept-Version,,,"{ ""number"" : ""example"", ""amount"" : 123 }",V1,one_off
v1,One-Off Topup With cvv,Session-Id;Virgin-Device-Id;Accept-Version,,,"{ ""number"" : ""example"", ""cvv"" : ""example"", ""amount"" : 123 }",V1,one_off_with_cvv
v1,** Deprecated **,Session-Id;Virgin-Device-Id;Accept-Version,,,"{ ""order_id"" : ""example"", ""status"" : ""example"" }",V1,confirm
v1,Schedule Recharge,Session-Id;Virgin-Device-Id;Accept-Version,,,"{ ""number"" : ""example"", ""amount"" : ""example"" }",V1,schedule_recharge
v1,GET Schedule Recharge,Session-Id;Virgin-Device-Id;Accept-Version,,,"{ ""number"" : ""example"" }",V1,get_schedule_recharge
v1,*******[Deprecated]******* one time,Session-Id;Virgin-Device-Id;Accept-Version,,,"{ ""number"" : ""example"", ""amount"" : ""example"" }",V1,one_time
v1,Get translations,,,,{ },,
v1,Get Lokalize by lan id,,GET,translations/lokalize,"{ ""lang"" : ""example"" }",,
v1,Get Lokalize by Project Id & By Lan id,,GET,translations/lokalize_by_project_id,"{ ""lang"" : ""example"", ""project_id"" : ""example"" }",,
v1,OCR Data,Session-Id;Virgin-Device-Id;Accept-Version,,,"{ ""id_number"" : ""example"", ""id_type"" : 123, ""last_name"" : ""example"", ""first_name"" : ""example"", ""dob"" : ""example"", ""expiry_date"" : ""example"" }",V1,ocr_data
v1,OCR Image,Session-Id;Virgin-Device-Id;Accept-Version,,,"{ ""front_image"" : ""example"", ""back_image"" : ""example"" }",V1,ocr_image
v1,OCR Signature,Session-Id;Virgin-Device-Id;Accept-Version,,,"{ ""signature"" : ""example"" }",V1,ocr_signature
v1,Check Eligability,Session-Id;Virgin-Device-Id;Accept-Version,,,"{ ""signature"" : ""example"" }",V1,check_eligability
v1,Get Governorates Areas,Session-Id;Virgin-Device-Id;Accept-Version,,,"{ ""signature"" : ""example"" }",V1,getGovernoratesAreas
v1,Submit Address,Session-Id;Virgin-Device-Id;Accept-Version,,,"{ ""governorate_id"" : ""example"", ""area_id"" : ""example"", ""area"" : ""example"", ""block"" : ""example"", ""street"" : ""example"", ""building"" : ""example"" }",V1,submitAddress
v1,Customer Image,Session-Id;Virgin-Device-Id;Accept-Version,,,"{ ""image_type"" : ""example"", ""image"" : ""example"" }",V1,ocr_customer_image
v1,Create/Update Rate for a question,Session-Id,,,"{ ""type"" : ""example"" }",V1,
v1,call,Session-Id,DELETE,webid/customer_name,,V1,call
v1,ocr,,,,"{ ""first_name"" : ""example"", ""sur_name"" : ""example"", ""date_of_birth"" : ""value"", ""nationality"" : ""example"", ""eid_number"" : ""example"", ""eid_date_of_issue"" : ""value"", ""eid_expiry"" : ""value"" }",V1,register_device
v10,Get Current Plans,Session-Id;Accept-Version;Virgin-Device-Id,,,"{ ""number"" : ""example"" }",V8,available_current_plans
v10,Get Product List With Plan,Session-Id;Virgin-Device-Id;Accept-Version,,,"{ ""product_codes"" : ""example"", ""service_types"" : ""example"", ""include_Vanity_Plan"" : true }",V2,get_available_plans_by_product_code
v11,register_device,Virgin-Device-Id;Accept-Version,,,"{ ""token"" : ""example"" }",V8,register_device
v11,payments,Session-Id;Virgin-Device-Id;Accept-Version,,,"{ ""process"" : ""example"", ""cvv"" : ""example"", ""booking_code"" : ""example"", ""payment_method_id"" : 123 }",V4,pay
v11,payment,Session-Id;Virgin-Device-Id;Accept-Version,GET,history/payment,"{ ""from_date"" : ""example"", ""to_date"" : ""example"", ""number"" : ""example"" }",V2,payments
v11,pdf,Session-Id;Virgin-Device-Id;Accept-Version,POST,history/pdf,"{ ""from_date"" : ""example"", ""to_date"" : ""example"", ""number"" : ""example"" }",V2,pdf
v11,user_payments_methods,Session-Id;Virgin-Device-Id;Accept-Version,,,{ },V8,user_payments_methods
v11,Pay Family,Session-Id;Virgin-Device-Id;Accept-Version,,,"{ ""_alias"" : ""example"", ""customer_name"" : ""example"", ""cvv"" : ""example"", ""process"" : ""example"" }",V8,pay_family
v11,One-Off Topup With cvv,Session-Id;Virgin-Device-Id;Accept-Version,,,"{ ""number"" : ""example"", ""cvv"" : ""example"", ""amount"" : ""example"" }",V2,one_off_with_cvv
v11,Get Auto top-up,Session-Id;Virgin-Device-Id;Accept-Version,GET,topup/auto,"{ ""number"" : ""example"" }",V2,get_auto_topup
v11,Set Auto Recharge Details,Session-Id;Virgin-Device-Id;Accept-Version,POST,topup/auto,"{ ""number"" : ""example"", ""amount"" : ""example"", ""payment_method_id"" : 123 }",V2,set_auto_recharge
v11,one_off,Session-Id;Virgin-Device-Id;Accept-Version,POST,topup/one_off,"{ ""number"" : ""example"", ""amount"" : ""example"", ""payment_method_id"" : 123 }",V2,one_off
v11,schedule_recharge,Session-Id;Virgin-Device-Id;Accept-Version,POST,topup/schedule_recharge,"{ ""number"" : ""example"", ""amount"" : ""example"" }",V2,schedule_recharge
v12,Get Products Predfined Bundles,Session-Id;Virgin-Device-Id;Accept-Version,,,"{ ""product_codes"" : ""example"" }",V2,get_predefined_bundles
v13,flow status,Session-Id;Accept-Version;Virgin-Device-Id,GET,me/flow_status,,V7,flow_status
v13,Summary,Session-Id;Virgin-Device-Id;Accept-Version,,,{ },V9,summary
v14,available,Session-Id;Virgin-Device-Id;Accept-Version,,,"{ ""number"" : ""example"" }",V2,get_available_pack
v14,Get Products Predfined Bundles,Session-Id;Virgin-Device-Id;Accept-Version,,,"{ ""product_codes"" : ""example"" }",V3,get_predefined_bundles
v14,Get Products per category,Session-Id;Virgin-Device-Id;Accept-Version,,,"{ ""productAttribute"" : ""example"" }",V3,get_products_by_category
v15,Recharge By Voucher,Session-Id;Virgin-Device-Id;Accept-Version,POST,me/recharge_by_voucher,"{ ""number"" : ""example"", ""code"" : ""example"" }",V8,recharge_by_voucher
v15,login_by_otp,Session-Id;Virgin-Device-Id;Accept-Version,POST,security_management/login_by_otp,"{ ""number"" : ""example"", ""otp"" : ""example"", ""lang"" : ""example"" }",V9,login_by_otp
v15,Login with Email or Number,Session-Id;Virgin-Device-Id;Accept-Version,POST,security_management/login_with_email_or_number,"{ ""email_or_number"" : ""example"", ""lang"" : ""example"" }",V9,login
v15,login,Virgin-Device-Id;Accept-Version,POST,security_management/login_by_device_id,,V9,login_by_device_id
v15,Social Login,,POST,security_management/social_login,"{ ""token"" : ""example"", ""social_type"" : ""example"", ""lang"" : ""example"" }",V9,social_login
v15,Return current user profile,Session-Id;Accept-Version;Virgin-Device-Id,GET,security_management/me,,V9,profile
v15,Regiser & Login,Session-Id;Virgin-Device-Id;Accept-Version,POST,security_management/register_and_login,"{ ""number"" : ""example"", ""email"" : ""example"", ""otp"" : ""example"", ""lang"" : ""example"" }",V9,register_and_login
v16,Subscribe,Session-Id;Virgin-Device-Id;Accept-Version,,,"{ ""number"" : ""example"", ""pack_code"" : ""example"" }",V2,subscribe_pack
v17,save_selected_plan,Session-Id;Virgin-Device-Id;Accept-Version,,,"{ ""selected_subscription_type_ids"" : ""example"" }",V2,save_selected_plan
v17,Initial Reservation,Session-Id;Virgin-Device-Id;Accept-Version,,,"{ ""number"" : ""example"", ""email"" : ""example"", ""process"" : ""example"" }",V2,initial_reservation
v17,Random Reservation,Session-Id;Virgin-Device-Id;Accept-Version,,,"{ ""email"" : ""example"", ""process"" : ""example"" }",V2,random_reservation
v17,[Deprecated] Use `POST /family/payments (v8)` with IoT process param instead,Session-Id;Virgin-Device-Id;Accept-Version,,,"{ ""process"" : ""example"", ""cvv"" : ""example"", ""booking_code"" : ""example"" }",V2,pay
v17,Current Balance,Session-Id;Virgin-Device-Id;Accept-Version,GET,me/current_balance,"{ ""number"" : ""example"" }",V8,current_balance
v17,Subscribe,Session-Id;Virgin-Device-Id;Accept-Version,,,"{ ""number"" : ""example"", ""pack_code"" : ""example"" }",V2,subscribe_pack
v17,change info,Session-Id;Virgin-Device-Id;Accept-Version,GET,plans/change_info,"{ ""plan_ids"" : ""example"", ""number"" : ""example"" }",V10,is_upgrade_plan
v17,upgrade,Session-Id;Virgin-Device-Id;Accept-Version,POST,plans/change_now,"{ ""plan_ids"" : ""example"", ""number"" : ""example"" }",V10,upgrade
v17,Save Selected Plans,Session-Id;Accept-Version;Virgin-Device-Id,,,"{ ""plan_ids"" : ""example"", ""product_code"" : ""example"" }",V10,save
v17,block_unblock_sim,Session-Id;Virgin-Device-Id;Accept-Version,POST,sim/block_unblock_sim,"{ ""number"" : ""example"", ""otp"" : ""example"" }",V2,block_unblock_sim
v17,Get available denominations,Session-Id;Virgin-Device-Id;Accept-Version,GET,topup/available_denominations,"{ ""number"" : ""example"" }",V2,available_denominations
v18,change info,Session-Id;Virgin-Device-Id;Accept-Version,GET,plans/change_info,"{ ""plan_ids"" : ""example"", ""number"" : ""example"", ""product_code"" : ""example"" }",V10,is_upgrade_plan
v18,upgrade,Session-Id;Virgin-Device-Id;Accept-Version,POST,plans/change_now,"{ ""plan_ids"" : ""example"", ""number"" : ""example"" }",V10,upgrade
v18,Save Selected Plans,Session-Id;Accept-Version;Virgin-Device-Id,,,"{ ""plan_ids"" : ""example"", ""product_code"" : ""example"" }",V10,save
v19,Submit Customer Data,Session-Id;Virgin-Device-Id;Accept-Version,POST,me/submit_customer_contact,"{ ""contact_number"" : ""example"", ""otp"" : ""example"" }",V11,submit_customer_contact
v19,block_unblock_sim,Session-Id;Virgin-Device-Id;Accept-Version,POST,sim/block_unblock_sim,"{ ""number"" : ""example"", ""otp"" : ""example"" }",V11,block_unblock_sim
v2,categories,Session-Id;Virgin-Device-Id;Accept-Version,GET,complaints/categories,"{ ""number"" : ""example"" }",V2,categories
v2,Recharge Current Balance,Session-Id,POST,me/recharge,"{ ""number"" : ""example"", ""amount"" : 123 }",V2,recharge_account
v2,usage,Session-Id,GET,me/usage,"{ ""plan_types"" : ""example"", ""number"" : ""example"", ""from"" : ""example"", ""to"" : ""example"" }",V2,usage_history_summary
v2,Set Spending Limit,Session-Id,POST,me/spending_limit,"{ ""number"" : ""example"", ""value"" : ""example"" }",V2,set_spending_limit
v2,Spending Limit,Session-Id,GET,me/spending_limit,"{ ""number"" : ""example"" }",V2,spending_limit
v2,Get Auto Recharge Details,Session-Id;Accept-Version,GET,me/auto_recharge,"{ ""number"" : ""example"" }",V2,auto_recharge
v2,Set Auto Recharge Details,Session-Id;Accept-Version,POST,me/auto_recharge,"{ ""number"" : ""example"", ""minimum_recharge_balance"" : ""example"", ""amount"" : ""example"", ""ask_me"" : true }",V2,set_auto_recharge
v2,[Depreacted] -- Summary:,Session-Id,GET,me/summary,"{ ""number"" : ""example"" }",V2,
v2,payment_history,Session-Id;Accept-Version,GET,me/payment_history,"{ ""number"" : ""example"", ""from"" : 123, ""to"" : 123 }",V2,payment_history
v2,home,Session-Id;Accept-Version,GET,me/home,{ },V2,
v2,Get User Numbers,Session-Id;Virgin-Device-Id;Accept-Version,,,{ },V2,initial_booking_numbers
v2,Get Numbes based on reservation types,Session-Id;Virgin-Device-Id;Accept-Version,,,"{ ""reservation_types"" : ""example"" }",V2,numbers_based_on_reservation
v20,Submit,Session-Id;Virgin-Device-Id;Accept-Version,POST,complaints/submit,"{ ""number"" : ""example"", ""summary"" : ""example"", ""description"" : ""example"", ""ticket_category"" : ""example"", ""ticket_subcategory"" : ""example"", ""otp"" : ""example"", ""contact_number"" : ""example"", ""refund_method"" : ""example"" }",V3,submit
v20,Get Products per category,Session-Id;Virgin-Device-Id;Accept-Version,,,"{ ""productAttribute"" : ""example"" }",V3,get_products_by_category
v20,Check Promotion code,Session-Id;Virgin-Device-Id;Accept-Version,,,"{ ""code"" : ""example"" }",V2,check_code
v21,save_selected_plan,Session-Id;Virgin-Device-Id;Accept-Version,,,"{ ""selected_subscription_type_ids"" : ""example"", ""is_5g"" : true }",V11,save_selected_plan
v21,Offers List,Session-Id;Virgin-Device-Id;Accept-Version,,,"{ ""is_5g"" : true }",V11,offers_list
v21,List,Session-Id;Virgin-Device-Id;Accept-Version,,,"{ ""is_5g"" : true }",V11,list
v21,Save Selected Plans,Session-Id;Accept-Version;Virgin-Device-Id,,,"{ ""plan_ids"" : ""example"", ""product_code"" : ""example"", ""is_5g"" : true }",V11,post_saved_plans
v21,Get Products per category,Session-Id;Virgin-Device-Id;Accept-Version,,,"{ ""productAttribute"" : ""example"" }",V3,get_products_by_category
v22,register_device,Session-Id;Virgin-Device-Id;Accept-Version,,,"{ ""token"" : ""example"" }",V11,register_device
v22,CheckEligibility,Session-Id;Virgin-Device-Id;Accept-Version,POST,eligibility/check_eligibility,"{ ""id_type"" : ""example"", ""id_number"" : ""example"", ""nationality_id"" : ""example"", ""city_id"" : ""example"", ""contact_number"" : ""example"" }",V11,check_eligibility
v22,MaritalStatusesAndGenders,Session-Id;Virgin-Device-Id;Accept-Version,GET,eligibility/marital_statuses_and_genders,,V11,get_marital_statuses_and_genders
v22,Sim Delivery Option,Session-Id;Virgin-Device-Id;Accept-Version,GET,eligibility/sim_delivery_option,,V11,get_sim_delivery_option
v22,Clear Plans,Session-Id;Accept-Version;Virgin-Device-Id,,,,V11,clear_plans
v23,Check and Submit PACI,Session-Id;Virgin-Device-Id;Accept-Version,,,"{ ""civil_id"" : ""example"" }",V12,check_submit
v23,OCR Data,Session-Id;Virgin-Device-Id;Accept-Version,,,"{ ""id_number"" : ""example"", ""id_type"" : 123, ""last_name"" : ""example"", ""first_name"" : ""example"", ""dob"" : ""example"", ""expiry_date"" : ""example"" }",V12,ocr_data
v24,Display msisdns per ID,Session-Id;Virgin-Device-Id;Accept-Version,,,"{ ""number"" : ""example"" }",V7,lines_by_customer_id
v24,Offers List,Session-Id;Virgin-Device-Id;Accept-Version,,,"{ ""product_code"" : ""example"" }",V12,offers_list
v24,all_countries_rate,Session-Id;Accept-Version;Virgin-Device-Id,,,{ },V12,all_countries_rate
v24,all_countries_rate_with_zero_rates,Session-Id;Accept-Version;Virgin-Device-Id,GET,international/roaming_countries_with_zero_rates,{ },V12,countries_for_zero_rates
v25,family_postpaid_eligibility,Session-Id;Virgin-Device-Id;Accept-Version,,,{ },V13,is_eligible_for_postpaid
v25,Get Cart,Session-Id;Virgin-Device-Id;Accept-Version,GET,family/cart,"{ ""process"" : ""example"", ""delivery_method"" : ""example"" }",V13,get_cart
v25,List,Session-Id;Virgin-Device-Id;Accept-Version,,,{ },V13,list
v25,Get Current Plans,Session-Id;Accept-Version;Virgin-Device-Id,,,"{ ""number"" : ""example"" }",V13,available_current_plans
v25,Summary,Session-Id;Virgin-Device-Id;Accept-Version,,,{ },V13,summary
v25,Get Out of Bunlde,Session-Id;Accept-Version;Virgin-Device-Id,,,"{ ""number"" : ""example"" }",V13,out_of_bundle_plans
v26,GET vtoken,Session-Id;Virgin-Device-Id;Accept-Version,,,"{ ""category"" : 123 }",V14,get_token
v26,POST token,Session-Id;Virgin-Device-Id;Accept-Version,,,"{ ""token"" : ""example"", ""creation_date"" : ""value"", ""category"" : 123 }",V14,post_token
v26,Request Absher token,Session-Id;Virgin-Device-Id;Accept-Version,,,"{ ""category"" : 123 }",V14,request_absher
v26,Absher status check ,Session-Id;Virgin-Device-Id;Accept-Version,,,"{ ""category"" : 123 }",V14,check_absher_status
v26,Manual Retry Activation,Session-Id;Virgin-Device-Id;Accept-Version,POST,activation/manual_retry_activation,,V14,manual_retry_activation
v26,PayOnboarding V2,Session-Id;Virgin-Device-Id;Accept-Version,,,"{ ""alias"" : ""example"", ""customer_name"" : ""example"", ""cvv"" : ""example"" }",V15,pay_onboarding_with_top_up
v26,Register and Pay with Apple Pay,Session-Id;Virgin-Device-Id;Accept-Version,,,"{ ""apple_data"" : ""example"", ""apple_signature"" : ""example"", ""apple_transactionId"" : ""example"", ""apple_ephemeralPublicKey"" : ""example"", ""apple_publicKeyHash"" : ""example"", ""apple_displayName"" : ""example"", ""apple_network"" : ""example"", ""apple_type"" : ""example"", ""apple_application_data"" : ""example"", ""payment_operation"" : 123 }",V15,register_and_pay_apple
v26,Confirm Registration,Session-Id;Virgin-Device-Id;Accept-Version,,,"{ ""order_id"" : ""example"", ""status"" : ""example"" }",V15,confirm_commit_reservation
v26,Retry Confirm Registration,Session-Id;Virgin-Device-Id;Accept-Version,,,,V15,retry_confirm_registration_payfort
v26, Cancel Onboarding,Session-Id;Virgin-Device-Id;Accept-Version,,,,V15,cancel_onboarding
v26,confrim,Session-Id;Virgin-Device-Id;Accept-Version,,,"{ ""number"" : ""example"", ""otp"" : ""example"" }",V14,confirm
v3,[Deprecated] Call FamilyRandom and TagUpdate as chain call instead,Session-Id;Virgin-Device-Id;Accept-Version,POST,family/register_iot_devices,"{ ""count"" : ""example"", ""email"" : ""example"" }",V2,remove_all_bookings
v3,Get Cart,Session-Id;Virgin-Device-Id;Accept-Version,GET,family/cart,"{ ""process"" : ""example"" }",V2,get_cart
v3,[Deprecated] Info not needed in the app anymore in 2.9,Session-Id;Virgin-Device-Id;Accept-Version,GET,family/iot_devices_price_list,,V2,iot_devices_price_list
v3,Register,Session-Id;Virgin-Device-Id;Accept-Version,POST,family/register,"{ ""email"" : ""example"", ""number"" : ""example"" }",V2,register
v3,Initial Reservation,Session-Id;Virgin-Device-Id;Accept-Version,,,"{ ""number"" : ""example"", ""email"" : ""example"", ""process"" : ""example"" }",V2,initial_reservation
v3,Random Reservation,Session-Id;Virgin-Device-Id;Accept-Version,,,"{ ""email"" : ""example"", ""process"" : ""example"" }",V2,random_reservation
v3,[Deprecated] Use `POST /family/payments (v8)` with IoT process param instead,Session-Id;Virgin-Device-Id;Accept-Version,,,"{ ""process"" : ""example"", ""cvv"" : ""example"", ""booking_code"" : ""example"" }",V2,pay
v4,Create/Set Password for a user,Session-Id;Virgin-Device-Id;Accept-Version,,,"{ ""email_or_number"" : ""example"", ""password"" : ""example"" }",V2,set_password
v4,Reset Password OTP,Session-Id;Virgin-Device-Id;Accept-Version,POST,password/reset_otp,"{ ""email_or_number"" : ""example"" }",V2,reset_password_otp
v4,Validate Verfication Code,Session-Id;Virgin-Device-Id;Accept-Version,POST,password/validate_verification_code,"{ ""code"" : ""example"" }",V2,validate_verification_code
v4,****[DEPREICATED] use /password/validate_verification_code  Validate Verfication Code,Session-Id;Virgin-Device-Id;Accept-Version,POST,security_management/validate_verification_code,"{ ""code"" : ""example"" }",V2,validate_verification_code
v5,Usage,Session-Id;Virgin-Device-Id;Accept-Version,GET,history/usage_daily,"{ ""plan_types"" : ""example"", ""number"" : ""example"", ""filter_id"" : ""example"" }",V2,usage_history_summary_daily
v5,Usage Details,Session-Id;Virgin-Device-Id;Accept-Version,GET,history/usage_details,"{ ""plan_types"" : ""example"", ""number"" : ""example"", ""filter_id"" : ""example"" }",V2,usage_history_summary_details
v6,Request Credit Transfer,Session-Id;Virgin-Device-Id;Accept-Version,POST,credit_transfer/request,"{ ""amount"" : 1.23, ""transfer_to"" : ""example"", ""transfer_from"" : ""example"" }",V2,request_credit_transfer
v6,Request Credit Transfer,Session-Id;Virgin-Device-Id;Accept-Version,POST,credit_transfer/confirm,"{ ""amount"" : 1.23, ""transfer_to"" : ""example"", ""transfer_from"" : ""example"", ""code"" : ""example"" }",V2,submit_credit_transfer
v7,flow status,Session-Id;Accept-Version;Virgin-Device-Id,GET,me/flow_status,,V3,flow_status
v7,[Deprecated] Depend on the number flags in `GET /family/pending_reservation (V8)` instead,Session-Id;Accept-Version;Virgin-Device-Id,GET,me/family_flow_status,,V3,family_flow_status
v7,is password set,Session-Id;Accept-Version;Virgin-Device-Id,GET,me/is_password_set,,V3,is_password_set
v7,Get User Numbers,Session-Id;Virgin-Device-Id;Accept-Version,,,{ },V3,numbers_based_on_reservation
v7,Return current user profile,Session-Id;Accept-Version;Virgin-Device-Id,GET,security_management/me,,V2,profile
v8,Pending reservations,Session-Id;Virgin-Device-Id;Accept-Version,,,"{ ""process"" : ""example"" }",V3,pending_reservations
v8,Get Cart,Session-Id;Virgin-Device-Id;Accept-Version,GET,family/cart,"{ ""process"" : ""example"" }",V3,get_cart
v8,payments,Session-Id;Virgin-Device-Id;Accept-Version,,,"{ ""process"" : ""example"", ""cvv"" : ""example"", ""booking_code"" : ""example"" }",V3,pay
v9,modules,Session-Id;Virgin-Device-Id;Accept-Version,GET,activation/modules,{ },V2,modules
v9,Send Activation OTP,Session-Id;Virgin-Device-Id;Accept-Version,POST,activation/send_activation_otp,"{ ""number"" : ""example"" }",V2,send_activation_otp
v9,Avilable,Session-Id;Virgin-Device-Id;Accept-Version,GET,ads/available,"{ ""number"" : ""example"" }",V2,available
