northboundVersion,/apiName,headers,httpMethod_api,endpoint_api,jsonBody,southboundVersion,southboundMethod,southBoundVersion_sb,methodName,queryParams,microService,operation,backendVersion,endpoint_sb,responseUnwrapMethod,httpMethod_sb
v1,get_category_Offer_details,Session-Id;Virgin-Device-Id;Accept-Version,POST,loyalty/get_category_Offer_details,"{ ""number"" : ""example"", ""offer_id"" : ""example"", ""latitude"" : ""example"", ""longitude"" : ""example"", ""api_key"" : ""example"" }",V1,get_category_Offer_details,V1,get_category_Offer_details,MSISDN;Latitude;Longitude;apikey;offerID,Loyalty,getCategoryOfferDetails,V1,Loyalty/V1/getCategoryOfferDetails,parsed_key_result3,POST
v1,get_favourite_offer,Session-Id;Virgin-Device-Id;Accept-Version,POST,loyalty/get_favourite_offer,"{ ""number"" : ""example"", ""latitude"" : ""example"", ""longitude"" : ""example"", ""page_number"" : ""example"", ""no_of_records"" : ""example"", ""api_key"" : ""example"" }",V1,get_favourite_offer,V1,get_favourite_offer,MSISDN;Latitude;Longitude;apikey;pageNumber;noOfRecords,Loyalty,getFavouriteOffer,V1,Loyalty/V1/getFavouriteOffer,parsed_key_result3,POST
v1,get_near_by_offers,Session-Id;Virgin-Device-Id;Accept-Version,POST,loyalty/get_near_by_offers,"{ ""number"" : ""example"", ""latitude"" : ""example"", ""longitude"" : ""example"", ""api_key"" : ""example"" }",V1,get_near_by_offers,V1,get_near_by_offers,MSISDN;Latitude;Longitude;apikey,Loyalty,getNearByOffers,V1,Loyalty/V1/getNearByOffers,parsed_key_result3,POST
v1,search_offers,Session-Id;Virgin-Device-Id;Accept-Version,POST,loyalty/search_offers,"{ ""number"" : ""example"", ""search_key"" : ""example"", ""latitude"" : ""example"", ""longitude"" : ""example"", ""page_number"" : ""example"", ""no_of_records"" : ""example"", ""api_key"" : ""example"" }",V1,search_offers,V1,search_offers,MSISDN;Latitude;Longitude;apikey;searchKey;pageNumber;noOfRecords,Loyalty,searchOffers,V1,Loyalty/V1/searchOffers,parsed_key_result3,POST
v1,get_app_voucher,Session-Id;Virgin-Device-Id;Accept-Version,POST,loyalty/get_app_voucher,"{ ""number"" : ""example"", ""offer_id"" : ""example"", ""latitude"" : ""example"", ""longitude"" : ""example"", ""api_key"" : ""example"" }",V1,get_app_voucher,V1,get_app_voucher,MSISDN;Latitude;Longitude;apikey;offerID,Loyalty,getAppVoucher,V1,Loyalty/V1/getAppVoucher,parsed_key_result3,POST
v1,app_voucher_redeem,Session-Id;Virgin-Device-Id;Accept-Version,POST,loyalty/app_voucher_redeem,"{ ""number"" : ""example"", ""offer_id"" : ""example"", ""coupon_code"" : ""example"", ""outlet_pin"" : ""example"", ""latitude"" : ""example"", ""longitude"" : ""example"", ""reddem_now"" : true, ""api_key"" : ""example"" }",V1,app_voucher_redeem,V1,app_voucher_redeem,MSISDN;Latitude;Longitude;apikey;offerID;couponCode;outletPin;redeemNow,Loyalty,appVoucherRedeem,V1,Loyalty/V1/appVoucherRedeem,parsed_key_result3,POST
v1,add_review_rating,Session-Id;Virgin-Device-Id;Accept-Version,POST,loyalty/add_review_rating,"{ ""number"" : ""example"", ""offer_id"" : ""example"", ""rating"" : ""example"", ""review"" : ""example"", ""latitude"" : ""example"", ""longitude"" : ""example"", ""api_key"" : ""example"" }",V1,add_review_rating,V1,add_review_rating,MSISDN;Latitude;Longitude;apikey;offerID;rating;review,Loyalty,addReviewRating,V1,Loyalty/V1/addReviewRating,parsed_key_result3,POST
v1,get Saved Voucher,Session-Id;Virgin-Device-Id;Accept-Version,GET,loyalty/Saved,number=example&api_key=example,V1,get_saved_voucher,V1,get_saved_voucher,MSISDN;apikey,Loyalty,getSavedVoucher,V1,Loyalty/V1/getSavedVoucher,parsed_key_result3,POST
v1,usage [Depricated]: Please use /history/usage,Session-Id;Virgin-Device-Id;Accept-Version,GET,me/usage,plan_types=example&number=example&filter_id=example,V1,usage_history_summary,V1,usage_history_summary,planTypes;MSISDN;filterId,UsageHistory,Summary,V1,UsageHistory/V1/Summary,parsed_key_results,GET
v1,Usage,Session-Id;Virgin-Device-Id;Accept-Version,GET,history/usage_details,plan_types=example&number=example&filter_id=example,V1,usage_history_summary_details,V1,usage_history_summary_details,planTypes;MSISDN;filterId,UsageHistory,Details,V1,UsageHistory/V1/Details,parsed_key_results,GET
v1,Usage,Session-Id;Virgin-Device-Id;Accept-Version,GET,history/usage_daily,plan_types=example&number=example&filter_id=example,V1,usage_history_summary_daily,V1,usage_history_summary_daily,planTypes;MSISDN;filterId,UsageHistory,DailySummary,V1,UsageHistory/V1/DailySummary,parsed_key_results,GET
v1,Get Predfined bundles,Session-Id;Virgin-Device-Id;Accept-Version,GET,me/predfined_bundles,number=example,V1,predfined_bundles,V1,predfined_bundles,MSISDN,,,,,,
v1,Verify Email Call Back,Session-Id;Virgin-Device-Id;Accept-Version,GET,history/email_verify_callback,email=example,V1,email_verify_callback,V1,email_verify_callback,Email,HomeNotifications,InvalidateEmail,v1,HomeNotifications/v1/InvalidateEmail,parsed_key_results,GET
v1,[Deprecated] Recharge Current Balance,Session-Id,POST,me/recharge,"{ ""number"" : ""example"", ""amount"" : 123 }",V1,recharge_account,V1,recharge_account,MSISDN;amount,AccountBalance,Recharge,V1,AccountBalance/V1/Recharge,parsed_key_results,POST
v1,Recharge By Voucher,Session-Id;Virgin-Device-Id;Accept-Version,POST,me/recharge_by_voucher,"{ ""number"" : ""example"", ""code"" : ""example"" }",V1,recharge_by_voucher,V1,recharge_by_voucher,MSISDN;voucherCode,RechargeByVoucher.svc,RechargeByVoucher,V1,RechargeByVoucher.svc/V1/RechargeByVoucher,parsed_key_results,POST
v1,Spending Limit,Session-Id,GET,me/spending_limit,number=example,V1,spending_limit,V1,spending_limit,MSISDN,AccountBalance,Spendinglimit,V1,AccountBalance/V1/Spendinglimit,parsed_key_results,GET
v1,Set Spending Limit,Session-Id,POST,me/spending_limit,"{ ""number"" : ""example"", ""value"" : ""example"" }",V1,set_spending_limit,V1,set_spending_limit,MSISDN;Spendlimitvalue,RechargeAccountBalance.svc,SetSpendinglimit,V1,RechargeAccountBalance.svc/V1/SetSpendinglimit,parsed_key_results,GET
v1,[Deprecated] Get Auto Recharge Details,Session-Id;Accept-Version,GET,me/auto_recharge,number=example,V1,auto_recharge,V1,auto_recharge,MSISDN,AutoRechargeDetails.svc,AutoRechargeDetails,V1,AutoRechargeDetails.svc/V1/AutoRechargeDetails,parsed_key_results,GET
v1,[Deprecated - June29-2020] Use `POST /topup/auto` instead,Session-Id;Virgin-Device-Id;Accept-Version,POST,topup/auto_with_cvv,"{ ""number"" : ""example"", ""amount"" : ""example"", ""auto_recharge_status"" : true, ""cvv"" : ""example"" }",V1,set_auto_recharge,V1,set_auto_recharge,Amount;MSISDN;minimumRechargeBalance;AutoRechargeStatus,AutoRechargeDetails.svc,AutoRechargeDetails,V1,AutoRechargeDetails.svc/V1/AutoRechargeDetails,parsed_key_results,POST
v1,Credit Cards,Session-Id;Virgin-Device-Id;Accept-Version,GET,me/credit_card,,V1,credit_card,V1,credit_card,,CreditCard.svc,Info,V1,CreditCard.svc/V1/Info,parsed_key_results,GET
v1,spendings,Session-Id,GET,me/spendings,number=example&from=example&to=example,V1,spending,V1,spending,MSISDN;fromDate;toDate,PaymentHistory.svc,GetSpendingTransactions,V1,PaymentHistory.svc/V1/GetSpendingTransactions,parsed_key_results,GET
v1,Change the number,Session-Id;Virgin-Device-Id;Accept-Version,POST,payments/change_number,"{ ""old_number"" : ""example"", ""new_number"" : ""example"", ""cvv"" : ""example"" }",V1,change_number,V1,change_number,oldnumber;newnumber,ChangeNumber.svc,ChangeNumber,V1,ChangeNumber.svc/V1/ChangeNumber,parsed_key_results,GET
v1,Get Change the number fees,Session-Id,GET,me/change_number,,V1,change_number_fees,V1,change_number_fees,,LookUps.svc,ChangeNumberFees,V1,LookUps.svc/V1/ChangeNumberFees,parsed_key_results,GET
v1,Subscribe to Predfined bundles,Session-Id,POST,me/predfined_bundles,"{ ""number"" : ""example"", ""bundle_id"" : ""example"" }",V1,subscribe_predfined_bundles,V1,subscribe_predfined_bundles,MSISDN;ID,SubscribePreDefinedBundle.svc,SubscribePreDefinedBundle,V1,SubscribePreDefinedBundle.svc/V1/SubscribePreDefinedBundle,parsed_key_results,GET
v1,is Verified,Session-Id;Virgin-Device-Id;Accept-Version,GET,me/is_verified,,V1,is_verified,V1,is_verified,,IsCustomerVerified,CheckCustomerVerified,V1,IsCustomerVerified/V1/CheckCustomerVerified,parsed_key_results,GET
v1,flow status,Session-Id;Virgin-Device-Id,GET,me/flow_status,,V1,flow_status,V1,flow_status,,Customer,FlowStatus,V1,Customer/V1/FlowStatus,parsed_key_results,GET
v1,SET flow status,Session-Id;Virgin-Device-Id;Accept-Version,POST,me/flow_status,"{ ""key"" : ""example"", ""value"" : true }",V1,set_flow_status,V1,set_flow_status,flagCode;value,Customer,FlowStatusFlag,V1,Customer/V1/FlowStatusFlag,parsed_key_results,POST
v1,current timestamp,Session-Id;Virgin-Device-Id;Accept-Version,GET,me/current_timestamp,number=example&process=example,V1,current_billing_month,V1,current_billing_month,,LookUps.svc,CurrentTime,V1,LookUps.svc/V1/CurrentTime,parse_server_timestamp,GET
v1,line validity status,Session-Id;Accept-Version;Virgin-Device-Id,GET,me/line_validity_status,number=example,V1,LineValidityStatus,V1,LineValidityStatus,MSISDN,Customer,LineValidityStatus,v2,Customer/v2/LineValidityStatus,parsed_key_results,GET
v1,activation readiness,Session-Id,GET,me/is_activation_ready,,V1,is_activation_ready,V1,is_activation_ready,,Activation.svc,GetPostSignupProcessingStatus,V1,Activation.svc/V1/GetPostSignupProcessingStatus,parsed_key_results,GET
v1,Get Scheduled Actions,Session-Id;Virgin-Device-Id,GET,me/scheduled_actions,,V1,scheduled_actions,V1,scheduled_actions,,GetScheduledActions.svc,GetScheduledActions,V1,GetScheduledActions.svc/V1/GetScheduledActions,parsed_key_results,GET
v1,Preferences,Session-Id;Virgin-Device-Id,GET,me/preferences,number=example,V1,get_preferences,V1,get_preferences,MSISDN,CustomerPreferences.svc,GetCustomerPreferences,V1,CustomerPreferences.svc/V1/GetCustomerPreferences,parsed_key_results,GET
v1,SET NPS,Session-Id;Virgin-Device-Id,POST,me/nps,"{ ""rating"" : 123, ""comment"" : ""example"" }",V1,nps,V1,nps,rating;comment,NPS.svc,SubmitNPS,V1,NPS.svc/V1/SubmitNPS,parsed_key_results,GET
v1,payment_history,Session-Id;Accept-Version,GET,me/payment_history,number=example&from=123&to=123,V1,payment_history,V1,payment_history,MSISDN;fromDate;toDate,PaymentHistory,Transactions,V1,PaymentHistory/V1/Transactions,parsed_key_results,GET
v1,Spending,Session-Id;Virgin-Device-Id;Accept-Version,GET,history/payment/spending,number=example&from=123&to=123,V1,spending_payment_history,V1,spending_payment_history,MSISDN;fromDate;toDate,PaymentHistory,GetSpendingTransactions,V1,PaymentHistory/V1/GetSpendingTransactions,parsed_key_results,GET
v1,PDF,Session-Id;Virgin-Device-Id;Accept-Version,POST,history/payment/pdf,"{ ""number"" : ""example"", ""from"" : 123, ""to"" : 123 }",V1,payment_history_pdf,V1,payment_history_pdf,MSISDN;fromDate;toDate,PaymentHistory,PDF,V1,PaymentHistory/V1/PDF,parsed_key_results,POST
v1,submit_sim_request,Session-Id;Virgin-Device-Id;Accept-Version,POST,me/submit_sim_request,"{ ""fullname"" : ""example"", ""number"" : ""example"", ""email"" : ""example"", ""address"" : ""example"" }",V1,submit_sim_request,V1,submit_sim_request,fullname;email;number;address,Activation,SubmitSimRequest,V2,Activation/V2/SubmitSimRequest,parsed_key_result3,POST
v1,submit_customer_contact,Session-Id;Virgin-Device-Id;Accept-Version,POST,me/submit_customer_contact,"{ ""name"" : ""example"", ""contact_number"" : ""example"" }",V1,submit_customer_contact,V1,submit_customer_contact,Name;ContactNumber,Activation,submitCustomerContact,V1,Activation/V1/submitCustomerContact,parsed_key_result3,POST
v1,rewards,Session-Id;Virgin-Device-Id;Accept-Version,GET,history/rewards,number=example,V1,reward_history,V1,reward_history,MSISDN,Promo,RewardsHistory,V1,Promo/V1/RewardsHistory,parsed_key_result3,GET
v1,Usage Summary,Session-Id;Virgin-Device-Id;Accept-Version,GET,history/usage_summary,number=example,V1,usage_summary,V1,usage_summary,MSISDN,UsageHistory,UsageSummary,V2,UsageHistory/V2/UsageSummary,parsed_key_result3,GET
v1,usage_summary_download,Session-Id;Virgin-Device-Id;Accept-Version,GET,history/usage_summary_download,number=example,V1,usage_summary_download,V1,usage_summary_download,MSISDN,UsageHistory,DownloadUsageSummary,V2,UsageHistory/V2/DownloadUsageSummary,parsed_stream_data,GET
v1,Code Details,Session-Id;Virgin-Device-Id;Accept-Version,GET,MGM/code_details,number=example,V1,codeDetails,V1,codeDetails,MSISDN,MGM,CodeDetails,V1,MGM/V1/CodeDetails,parsed_key_result3,GET
v1,Recent Refeerees,Session-Id;Virgin-Device-Id;Accept-Version,GET,MGM/recent_referees,number=example,V1,recentReferees,V1,recentReferees,MSISDN,MGM,RecentReferees,V1,MGM/V1/RecentReferees,parsed_key_result3,GET
v1,Check,Session-Id;Virgin-Device-Id;Accept-Version,GET,MGM/check,number=example,V1,check,V1,check,MSISDN,MGM,Check,V1,MGM/V1/Check,parsed_key_result3,GET
v1,Promotions,Session-Id;Virgin-Device-Id;Accept-Version,GET,MGM/promotions,number=example,V1,promotions,V1,promotions,MSISDN,MGM,Promotions,V1,MGM/V1/Promotions,parsed_key_result3,GET
v1,Apple Code,Session-Id;Virgin-Device-Id;Accept-Version,POST,MGM/code,"{ ""number"" : ""example"", ""code"" : ""example"" }",V1,code,V1,code,MSISDN;Code,MGM,Code,V1,MGM/V1/Code,parsed_key_result3,POST
v1,available_operators,Session-Id;Virgin-Device-Id;Accept-Version,GET,mnp/available_operators,,V1,available_operators,V1,available_operators,,MNP,Operators,V1,MNP/V1/Operators,parsed_key_results,GET
v1,otp,Session-Id;Virgin-Device-Id;Accept-Version,GET,mnp/request_otp,number=example,V1,otp,V1,otp,MSISDN,MNP,OTP,V1,MNP/V1/OTP,parsed_key_results,GET
v1,CheckStatus,Session-Id;Virgin-Device-Id;Accept-Version,GET,mnp/check_status,number=example,V1,check_status,V1,check_status,MSISDN,MNP,CheckStatus,V1,MNP/V1/CheckStatus,parsed_key_results,GET
v1,Submit Request,Session-Id;Virgin-Device-Id;Accept-Version,POST,mnp/submit_request,"{ ""otp"" : ""example"", ""operator_id"" : 123, ""contact_number"" : ""example"", ""mnp_number"" : ""example"", ""process"" : ""example"", ""email"" : ""example"" }",V1,submit_request,V1,submit_request,MNPNumber;ContactNumber;OperatorId;OTP;process;email,MNP,SubmitFormAndVerify,v2,MNP/v2/SubmitFormAndVerify,parsed_key_results,POST
v1,ReSubmit Request,Session-Id;Virgin-Device-Id;Accept-Version,POST,mnp/resubmit_request,"{ ""number"" : ""example"", ""email"" : ""example"", ""process"" : ""example"" }",V1,resubmit_request,V1,resubmit_request,MSISDN;Email;process,MNP,ReBookMNP,v1,MNP/v1/ReBookMNP,parsed_key_result3,POST
v1,acknowledge_request_status,Session-Id;Virgin-Device-Id;Accept-Version,POST,mnp/acknowledge_request_status,"{ ""number"" : ""example"" }",V1,acknowledge_request_status,V1,acknowledge_request_status,MSISDN,MNP,AcknowledgeNumberStatus,v1,MNP/v1/AcknowledgeNumberStatus,parsed_key_result3,POST
v1,cancel,Session-Id;Virgin-Device-Id;Accept-Version,POST,mnp/cancel,"{ ""number"" : ""example"" }",V1,cancel_mnp,V1,cancel_mnp,MSISDN,MNP,CancelationRequest,v1,MNP/v1/CancelationRequest,parsed_key_result3,POST
v1,MNP Outstanding,Session-Id;Virgin-Device-Id;Accept-Version,GET,mnp/mnp_outstanding,number=example&otp=example,V1,mnp_outstanding,V1,mnp_outstanding,MSISDN;OTP,MNP,GetMNPOutStanding,v2,MNP/v2/GetMNPOutStanding,parsed_key_results,GET
v1,Number Details,Session-Id;Virgin-Device-Id;Accept-Version,GET,mnp/number_details,number=example,V1,number_details,V1,number_details,MSISDN,MNP,NumberDetails,v2,MNP/v2/NumberDetails,parsed_key_results,GET
v1,Remove CC,Session-Id;Virgin-Device-Id;Accept-Version,DELETE,credit_cards/,,V1,remove_cc,V1,remove_cc,,CreditCard,RemoveCreditCard,V1,CreditCard/V1/RemoveCreditCard,parsed_key_results,POST
v1,Search for a number,Session-Id;Virgin-Device-Id,POST,numbers/search,"{ ""pattern"" : ""example"", ""page"" : 123, ""per_page"" : 123, ""has_spinner"" : true, ""vanity_level_ids"" : ""example"" }",V1,get_available_numbers,V1,get_available_numbers,pageNumber;pageSize,AVNumbers,Available,V1,AVNumbers/V1/Available,parsed_key_results,GET
v1,Initial Reservation,Session-Id;Virgin-Device-Id;Accept-Version,POST,numbers/,"{ ""number"" : ""example"" }",V1,initial_reservation,V1,initial_reservation,,Numbers,Reservation,V1,Numbers/V1/Reservation,parsed_list_data,POST
v1,To cancel the initial reservation for specific MSISDN,Session-Id;Virgin-Device-Id;Accept-Version,DELETE,numbers/,"{ ""number"" : ""example"" }",V1,cancel_initial_reservation,V1,cancel_initial_reservation,,Reservation,Cancel,V1,Reservation/V1/Cancel,,POST
v1,Remove Confirmed Booking,Session-Id,DELETE,numbers/confirm,"{ ""booking_code"" : ""example"" }",V1,cancel_commit_reservation,V1,cancel_commit_reservation,,CancelCommitReservation,Cancel,V1,CancelCommitReservation/V1/Cancel,,GET
v1,Search for an article,Session-Id,GET,faqs/feedback/nps_feedback/topics/articles/search,query=example&lang=example&per_page=123&page=123,V1,search,V1,search,searchPattern;pageNumber;pageSize;MNCCode,SearchNumber,SearchNumber,V1,SearchNumber/V1/SearchNumber,parsed_search_data,GET
v1,Initial Reservation,Session-Id;Virgin-Device-Id;Accept-Version,GET,numbers/,,V1,initial_booking_numbers,V1,initial_booking_numbers,,Booked,initial,V1,Booked/V1/initial,parsed_list_data,GET
v1,Reserve Number Without Check,Session-Id,POST,numbers/reserve_number_without_check,"{ ""number"" : ""example"" }",V1,reserve_number_without_check,V1,reserve_number_without_check,,ReserveNumbersWithoutCheck.svc,ReservationWithoutCheck,V1,ReserveNumbersWithoutCheck.svc/V1/ReservationWithoutCheck,parse_results_as_it_is,GET
v1,Commit booking for a number if response is not 3d Secure,Session-Id;Virgin-Device-Id,POST,numbers/commit_number,"{ ""booking_code"" : ""example"", ""alias"" : ""example"", ""customer_name"" : ""example"" }",V1,register_alias,V1,register_alias,,CreditCard,RegisterWVerifyPayFort,V1,CreditCard/V1/RegisterWVerifyPayFort,parsed_data,POST
v1,[Deprecated - use /credit_cards/confirm_3d_secure] Confirm 3D secure Transaction,Session-Id,POST,numbers/confirm_3d_secure,"{ ""order_id"" : ""example"", ""status"" : ""example"" }",V1,confirm_commit_reservation,V1,confirm_commit_reservation,,CreditCard,ConfirmRegistrationPayFort,V1,CreditCard/V1/ConfirmRegistrationPayFort,parsed_data,POST
v1,Commit Number and Confirm 3D secure,Session-Id;Virgin-Device-Id;Accept-Version,POST,numbers/commit_number_and_confirm_3d_secure,"{ ""order_id"" : ""example"", ""status"" : ""example"", ""booking_code"" : ""example"" }",V1,confirm_registration_and_commit_number,V1,confirm_registration_and_commit_number,,CreditCard,ConfirmRegistrationAndCommitNumber,v3,CreditCard/v3/ConfirmRegistrationAndCommitNumber,parsed_data,POST
v1,Update Number Tag Name,Session-Id,PUT,numbers/update_number_tag_name,"{ ""number"" : ""example"", ""tag_name"" : ""example"" }",V1,update_number_tag_name,V1,update_number_tag_name,,VerificationDetails.svc,UpdateNumberTagName,V1,VerificationDetails.svc/V1/UpdateNumberTagName,parsed_data,POST
v1,UnFreeze Number,Session-Id,POST,numbers/unfreeze,,V1,unfreeze,V1,unfreeze,MSISDN,UnFreezeAccount.svc,UnFreezeMyAccount,V1,UnFreezeAccount.svc/V1/UnFreezeMyAccount,,GET
v1,Check CC Eligibility,Session-Id;Virgin-Device-Id,POST,credit_cards/is_eligible,"{ ""alias"" : ""example"", ""fort_callback_response_url"" : ""example"" }",V1,is_eligible,V1,is_eligible,"""ALIAS"";""fortResponse""",CreditCard.svc,CheckEligibility,V1,CreditCard.svc/V1/CheckEligibility,parsed_key_results,POST
v1,Retry payment,Session-Id;Virgin-Device-Id,POST,credit_cards/retry,"{ ""number"" : ""example"" }",V1,retry,V1,retry,"""MSISDN""",PaymentManagement.svc,RetryPayment,V1,PaymentManagement.svc/V1/RetryPayment,parsed_key_results,GET
v1,Skip Credit Card,Session-Id;Virgin-Device-Id;Accept-Version,POST,credit_cards/skip,,V1,skip,V1,skip,"""flagCode"";""value""",GetUserProfile.svc,SetFlowStatusFlag,V2,GetUserProfile.svc/V2/SetFlowStatusFlag,parsed_key_results,GET
v1,Get Numbes based on reservation types,Session-Id;Virgin-Device-Id;Accept-Version,GET,numbers/reservation,reservation_types=example,V1,numbers_based_on_reservation,V1,numbers_based_on_reservation,reservationTypes,Booked,Reservation,V1,Booked/V1/Reservation,parsed_list_data,GET
v1,Random Reservation,Session-Id;Virgin-Device-Id;Accept-Version,POST,numbers/random,"{ ""is_family"" : true }",V1,random_reservation,V1,random_reservation,,Numbers,Random,V1,Numbers/V1/Random,parse_results_as_it_is,POST
v1,Vanity Detail,Session-Id;Virgin-Device-Id;Accept-Version,GET,numbers/vanity_details,,V1,vanity_details,V1,vanity_details,,Vanity,VanityDetails,V1,Vanity/V1/VanityDetails,parsed_key_results,GET
v1,Check if the number is a VirginMobile number,Session-Id;Virgin-Device-Id;Accept-Version,GET,numbers/is_virgin,number=example,V1,is_virgin,V1,is_virgin,MSISDN,CustomerProduct,ValidateMSISDN,V1,CustomerProduct/V1/ValidateMSISDN,parsed_key_results,POST
v1,Random Number Confirmation,Session-Id;Virgin-Device-Id;Accept-Version,POST,numbers/random_confirmation,,V1,random_confirmation,V1,random_confirmation,,Numbers,RandomConfirmation,V1,Numbers/V1/RandomConfirmation,parsed_key_results,POST
v1,set_avatar_name,Session-Id;Virgin-Device-Id;Accept-Version,POST,numbers/set_avatar_name,"{ ""number"" : ""example"", ""avatar_name"" : ""example"" }",V1,set_avatar_name,V1,set_avatar_name,MSISDN;AvatarName,CustomerProduct,SetNumberAvatar,V2,CustomerProduct/V2/SetNumberAvatar,parsed_key_result3,POST
v1,Knetonboarding,Session-Id;Virgin-Device-Id;Accept-Version,POST,credit_cards/knet_onboarding,,V1,knet_onboarding,V1,knet_onboarding,,CreditCard,KnetOnboarding,V1,CreditCard/V1/KnetOnboarding,parsed_key_result3,POST
v1,PayOnboarding,Session-Id;Virgin-Device-Id;Accept-Version,POST,credit_cards/pay_onboarding,"{ ""alias"" : ""example"", ""customer_name"" : ""example"", ""cvv"" : ""example"", ""save_card"" : true }",V1,pay_onboarding,V1,pay_onboarding,ALIAS;CustomerName;CVV;SaveCard,CreditCard,PayOnboarding,V1,CreditCard/V1/PayOnboarding,parsed_list_data,POST
v1,Check CC Eligibility,Session-Id;Virgin-Device-Id;Accept-Version,POST,credit_cards/check_eligability,"{ ""alias_"" : ""example"", ""card_number"" : ""example"", ""expiry_date"" : ""example"" }",V1,is_eligible_kw,V1,is_eligible_kw,"""ALIAS"";""CardNumber"";""ExpiryDate""",CreditCard,CheckEligibility,V2,CreditCard/V2/CheckEligibility,parsed_key_results,POST
v1,EPass,Session-Id;Virgin-Device-Id;Accept-Version,POST,ocr/epass,"{ ""content"" : ""example"" }",V1,epass,V1,epass,"""""",api,process,V1,api/V1/process,parsed_key_result3,POST
v1,List,Session-Id;Virgin-Device-Id;Accept-Version,GET,offers/list,number=example,V1,list,V1,list,MSISDN,Offers,List,V1,Offers/V1/List,parsed_key_result3,GET
v1,Apply,Session-Id;Virgin-Device-Id;Accept-Version,POST,offers/apply,"{ ""number"" : ""example"", ""promotion_id"" : ""example"" }",V1,apply,V1,apply,MSISDN;PromotionId,Offers,Apply,V1,Offers/V1/Apply,parsed_key_result3,POST
v1,Remove,Session-Id;Virgin-Device-Id;Accept-Version,DELETE,offers/,"{ ""number"" : ""example"", ""promotion_id"" : ""example"" }",V1,remove,V1,remove,MSISDN;PromotionId,Offers,Remove,V1,Offers/V1/Remove,parsed_key_result3,DELETE
v1,Send OTP,Session-Id;Virgin-Device-Id;Accept-Version,POST,securitymanagement/register_by_number_otp,"{ ""number"" : ""example"" }",V1,send_otp,V1,send_otp,MSISDN;FlowType;ServicesIDs;AutoRenew,HomeNotifications,PushOTP,V1,HomeNotifications/V1/PushOTP,parsed_key_results,POST
v1,Validate Otp,Session-Id;Virgin-Device-Id;Accept-Version,POST,otp/validate_otp,"{ ""number"" : ""example"", ""flow_type"" : ""example"", ""otp"" : ""example"" }",V1,validate_otp,V1,validate_otp,MSISDN;FlowType;OTP,HomeNotifications,VerifyOTP,V1,HomeNotifications/V1/VerifyOTP,parsed_key_results,POST
v1,Check and Submit PACI,Session-Id;Virgin-Device-Id;Accept-Version,GET,paci/check_submit,civil_id=example,V1,check_submit,V1,check_submit,CivilID,PACI,CheckAndSubmitPACI,V1,PACI/V1/CheckAndSubmitPACI,parsed_key_result3,GET
v1,Check Expiry Date,Session-Id;Virgin-Device-Id;Accept-Version,GET,paci/check_expiry_date,,V1,check_expiry_date,V1,check_expiry_date,,PACI,CheckExpiryDate,V1,PACI/V1/CheckExpiryDate,parsed_key_result3,GET
v1,Get Plan Share Status,Session-Id;Virgin-Device-Id;Accept-Version,GET,plan_pool/status,number=example&service_type=example,V1,status,V1,status,,PACI,StatusPACI,V1,PACI/V1/StatusPACI,parsed_key_result3,GET
v1,Current,Session-Id;Virgin-Device-Id;Accept-Version,GET,pack/current,number=example&include_optional_promotions=true,V1,get_current_pack,V1,get_current_pack,MSISDN;isIncludePromotion,Available,CurrentPacks,V4,Available/V4/CurrentPacks,parsed_key_result3,GET
v1,Pack Opt In,Session-Id;Virgin-Device-Id;Accept-Version,POST,pack/pack_opt_in,"{ ""number"" : ""example"" }",V1,pack_opt_in,V1,pack_opt_in,MSISDN,Available,optin,V5,Available/V5/optin,parsed_key_result3,POST
v1,available,Session-Id;Virgin-Device-Id;Accept-Version,GET,pack/available,number=example&product_codes=example&service_types=example&pack_type=123&filter=example&sort=example,V1,get_available_pack,V1,get_available_pack,MSISDN;producCodes;ServiceTypes;packType;filter;sort,Available,AvailablePacks,V4,Available/V4/AvailablePacks,parsed_key_result3,GET
v1,Subscribe,Session-Id;Virgin-Device-Id;Accept-Version,POST,pack/subscribe,"{ ""number"" : ""example"", ""pack_code"" : ""example"" }",V1,subscribe_pack,V1,subscribe_pack,MSISDN;packCode,Plans,PackSubscribe,V3,Plans/V3/PackSubscribe,parsed_key_result3,POST
v1,Pack Details,Session-Id;Virgin-Device-Id;Accept-Version,GET,pack/pack_details,number=example&pack_id=example&including_MVIVA=true,V1,get_pack_details,V1,get_pack_details,MSISDN;SeviceIds;includingMVIVA,Available,PackDetails,V4,Available/V4/PackDetails,parsed_key_result3,GET
v1,Evaluate Content Services,Session-Id;Virgin-Device-Id;Accept-Version,GET,pack/evaluate_content_services,number=example&code=example&service_ids=example,V1,evaluate_content_services,V1,evaluate_content_services,MSISDN;Code;ServicesIDs,Available,EvaluateContentServices,V4,Available/V4/EvaluateContentServices,parsed_key_result3,GET
v1,Create/Set Password for a user,Session-Id;Virgin-Device-Id;Accept-Version,POST,password/,"{ ""code"" : ""example"", ""email"" : ""example"", ""password"" : ""example"", ""lang"" : ""example"" }",V1,set_password,V1,set_password,,Password,Set,V1,Password/V1/Set,parsed_data_status,POST
v1,Change User Password,Session-Id;Virgin-Device-Id;Accept-Version,PUT,password/,"{ ""old_password"" : ""example"", ""new_password"" : ""example"" }",V1,change_password,V1,change_password,,Password,Change,V1,Password/V1/Change,parsed_data,POST
