southBoundVersion,methodName,queryParams,microService,operation,backendVersion,endpoint,responseUnwrapMethod,httpMethod
V14,request_absher,Category,Activation,RequestAbsher,V3,Activation/V3/RequestAbsher,parsed_key_results,POST
V14,check_absher_status,Category,Activation,AbsherCheckStatus,V3,Activation/V3/AbsherCheckStatus,parsed_key_results,POST
V14,manual_retry_activation,,activation,ManualRetryActivation,v3,activation/v3/ManualRetryActivation,parsed_data,POST
V14,confirm,MSISDN;OTP;ReasonId;IBAN;ContactNumber;PrimaryNumber,Deactivation,Confirm,v2,Deactivation/v2/Confirm,parsed_key_result3,POST
V15,confirm_commit_reservation,,CreditCard,ConfirmRegistrationPayFort,v2,CreditCard/v2/ConfirmRegistrationPayFort,parsed_data,POST
V15,pay_onboarding_with_top_up,ALIAS;CustomerName;CVV;SaveCard;AutoTopup,CreditCard,PayOnboarding,v2,CreditCard/v2/PayOnboarding,parsed_key_result3,POST
V15,register_and_pay_apple,apple_data;apple_signature;apple_transactionId;apple_ephemeralPublicKey;apple_publicKeyHash;apple_displayName;apple_network;apple_type;Apple_ApplicationData;paymentOperation,CreditCard,RegisterAndPayApple,v2,CreditCard/v2/RegisterAndPayApple,parsed_data,POST
V15,retry_confirm_registration_payfort,,CreditCard,RetryConfirmRegistrationPayFort,v2,CreditCard/v2/RetryConfirmRegistrationPayFort,parsed_data,POST
V15,cancel_onboarding,,CreditCard,CancelOnboarding,v1,CreditCard/v1/CancelOnboarding,parsed_data,POST
V2,modules,IncludeCustomerData,Activation,Modules,V2,Activation/V2/Modules,parsed_key_results,GET
V2,send_activation_otp,MSISDN,Activation,SendActivationOTP,V3,Activation/V3/SendActivationOTP,parsed_key_results,POST
V2,available,MSISDN,Ads,Available,V2,Ads/V2/Available,parsed_key_result3,GET
V2,consume,MSISDN;UID,Ads,Consume,V2,Ads/V2/Consume,parsed_key_result3,POST
V2,get_auto_topup,MSISDN,AutoRechargeDetails,AutoRechargeDetails,V2,AutoRechargeDetails/V2/AutoRechargeDetails,parsed_key_result3,GET
V2,set_auto_recharge,Amount;MSISDN;AutoRechargeStatus;TopUpPlanAmount;PaymentMethodId;minimumRechargeBalance,AutoRechargeDetails.svc,AutoRechargeDetails,V2,AutoRechargeDetails.svc/V2/AutoRechargeDetails,parsed_key_result3,POST
V2,one_off_with_cvv,MSISDN;CVV;amount;PaymentMethodId,AccountBalance,RechargeOnlinePayment,V2,AccountBalance/V2/RechargeOnlinePayment,,POST
V2,one_off,MSISDN;amount;PaymentMethodId,AccountBalance,Recharge,V2,AccountBalance/V2/Recharge,parsed_key_result3,POST
V2,schedule_recharge,MSISDN;amount;PaymentMethodId,AutoRechargeDetails,ScheduleRecharge,V2,AutoRechargeDetails/V2/ScheduleRecharge,parsed_key_result3,POST
V2,available_denominations,MSISDN,AutoRechargeDetails,AvailableTopupDenominations,V3,AutoRechargeDetails/V3/AvailableTopupDenominations,parsed_key_result3,GET
V2,get,,Boosters.svc,GetBoosters,V2,Boosters.svc/V2/GetBoosters,,GET
V2,get_by_plan_ids,,Boosters.svc,GetBoosterByIDs,V2,Boosters.svc/V2/GetBoosterByIDs,parsed_key_results,GET
V2,subscribe,MSISDN;planID,Boosters.svc,SubscribeBooster,V2,Boosters.svc/V2/SubscribeBooster,parsed_key_results,GET
V2,recommended,MSISDN;serviceTypes,Boosters.svc,GetRecommendedBooster,V2,Boosters.svc/V2/GetRecommendedBooster,,GET
V2,upselling,MSISDN,Boosters.svc,GetUpSellingBooster,V2,Boosters.svc/V2/GetUpSellingBooster,,GET
V2,categories,MSISDN,WebComplaint,GetCategoires,V2,WebComplaint/V2/GetCategoires,parsed_key_result3,GET
V2,request_credit_transfer,,CreditTransfer,Verification,V1,CreditTransfer/V1/Verification,parsed_key_results,POST
V2,submit_credit_transfer,,CreditTransfer,Transfer,V1,CreditTransfer/V1/Transfer,parsed_key_results,POST
V2,create,#     longitude;#     latitude;#     mobileNumber;#     navigationInstruction;#     customerName,ConfirmDelivery.svc,ConfirmDeliverSIMNow,V2,ConfirmDelivery.svc/V2/ConfirmDeliverSIMNow,parsed_key_results,GET
V2,destroy,reason,ConfirmDelivery.svc,ConfirmDeliverSIMNowCancellation,V2,ConfirmDelivery.svc/V2/ConfirmDeliverSIMNowCancellation,parsed_key_results,GET
V2,eta,longitude;latitude,DeliveryInformation.svc,GetETAforDeliverSIMNow,V2,DeliveryInformation.svc/V2/GetETAforDeliverSIMNow,parsed_key_results,GET
V2,sim_tracking,,DeliveryInformation.svc,GetDeliverSIMTripTracking,V2,DeliveryInformation.svc/V2/GetDeliverSIMTripTracking,parsed_key_results,GET
V2,stores,,,,,,,
V2,cancellation_reasons,,,,,,,
V2,initial_reservation,MSISDN;Email;process,Family,ReserveNumber,V2,Family/V2/ReserveNumber,parsed_list_data,POST
V2,register,,Family,Register,V1,Family/V1/Register,parsed_data,POST
V2,random_reservation,Email;process,Family,RandomNumber,V2,Family/V2/RandomNumber,parsed_key_results,POST
V2,get_cart,UIProcess,FamilyCart,Summary,V2,FamilyCart/V2/Summary,parsed_key_results,GET
V2,iot_devices_price_list,,Family,IoTDevicesPricingList,V2,Family/V2/IoTDevicesPricingList,parsed_response,GET
V2,pay,;,FamilyPayment,SubmitFamilyTransOnlinePayment,V2,FamilyPayment/V2/SubmitFamilyTransOnlinePayment,,POST
V2,remove_all_bookings,,Family,RemoveAllBookings,V1,Family/V1/RemoveAllBookings,parsed_key_results,POST
V2,pending_reservations,process,FamilyCart,PendingReservation,V2,FamilyCart/V2/PendingReservation,parsed_list_data,GET
V2,get_attach_sim,MSISDN,Activation,SIM,V2,Activation/V2/SIM,parsed_key_results,GET
V2,post_attach_sim,MSISDN;IsESIM;IMSI,Activation,SIM,V2,Activation/V2/SIM,parsed_key_results,POST
V2,submit_ticket,description;code,FAQ.svc,CreateTroubleTicket,V2,FAQ.svc/V2/CreateTroubleTicket,parsed_key_results,GET
V2,report_coverage,locationType;problemDescription;longitude;latitude,FAQ.svc,ReportCoverageIssue,V2,FAQ.svc/V2/ReportCoverageIssue,parsed_key_results,GET
V2,payments,fromDate;toDate;MSISDN,PaymentHistory,Transactions,V2,PaymentHistory/V2/Transactions,parsed_key_result3,GET
V2,pdf,fromDate;toDate;MSISDN,PaymentHistory,PDF,V2,PaymentHistory/V2/PDF,parsed_key_result3,POST
V2,spending_limit,MSISDN,RechargeAccountBalance.svc,GetSpendinglimit,V2,RechargeAccountBalance.svc/V2/GetSpendinglimit,parsed_key_results,GET
V2,set_spending_limit,MSISDN;Spendlimitvalue,RechargeAccountBalance.svc,SetSpendinglimit,V2,RechargeAccountBalance.svc/V2/SetSpendinglimit,parsed_key_results,GET
V2,usage_history_summary,,,,,,,
V2,auto_recharge,MSISDN,AutoRechargeDetails.svc,GetAutoRechargeDetails,V2,AutoRechargeDetails.svc/V2/GetAutoRechargeDetails,parsed_key_results,GET
V2,set_auto_recharge,Amount;MSISDN;minimumRechargeBalance;AutoRechargeStatus,AutoRechargeDetails.svc,SetAutoRechargeDetails,V2,AutoRechargeDetails.svc/V2/SetAutoRechargeDetails,parsed_key_results,GET
V2,current_balance,MSISDN,GetCurrentBalance.svc,GetCurrentBalance,V2,GetCurrentBalance.svc/V2/GetCurrentBalance,parsed_key_results,GET
V2,payment_history,MSISDN;fromDate;toDate,PaymentHistory.svc,GetPaymentTransactionsHistory,V2,PaymentHistory.svc/V2/GetPaymentTransactionsHistory,parsed_key_results,GET
V2,recharge_account,MSISDN;amount,RechargeAccountBalance.svc,RechargeBalance,V2,RechargeAccountBalance.svc/V2/RechargeBalance,parsed_key_results,GET
V2,usage_history_summary_daily,planTypes;MSISDN;filterId,UsageHistory,DailySummary,V2,UsageHistory/V2/DailySummary,,GET
V2,usage_history_summary_details,planTypes;MSISDN;filterId,UsageHistory,Details,V2,UsageHistory/V2/Details,,GET
V2,random,,GetBookedNumbers.svc,GetRandomNumberForMNP,V2,GetBookedNumbers.svc/V2/GetRandomNumberForMNP,parsed_key_results,GET
V2,reserve,externalNumber;lang;operatorId,ReserveNumbers.svc,ReserveRandomForMNP,V2,ReserveNumbers.svc/V2/ReserveRandomForMNP,parsed_list_data,GET
V2,initial_booking_numbers,,Booked,initial,V2,Booked/V2/initial,parsed_list_data,GET
V2,numbers_based_on_reservation,reservationTypes,Booked,Reservation,V2,Booked/V2/Reservation,parsed_list_data,GET
V2,cancel_initial_reservation,,Reservation,Cancel,V2,Reservation/V2/Cancel,,POST
V2,initial_reservation,,Numbers,Reservation,V2,Numbers/V2/Reservation,parsed_list_data,POST
V2,commited_booking_numbers,,Booked,Commited,V2,Booked/V2/Commited,parsed_list_data,GET
V2,commit_reservation,,,,,,,
V2,_commit_reservation,,CommitReservation.svc,CommitReservation,V1,CommitReservation.svc/V1/CommitReservation,,GET
V2,_commit_reservation_mnp,;;,CommitReservation.svc,commitReservationForMNP,V1,CommitReservation.svc/V1/commitReservationForMNP,,GET
V2,mnp_number,,,,,,,
V2,search,searchPattern;pageNumber;pageSize;MNCCode,GetNumbers.svc,SearchNumber,V2,GetNumbers.svc/V2/SearchNumber,parsed_search_data,GET
V2,get_available_pack,MSISDN;producCodes;ServiceTypes;packType;filter;sort,Available,AvailablePacks,V5,Available/V5/AvailablePacks,parsed_key_result3,GET
V2,subscribe_pack,MSISDN;packCode;AutoRenew,Plans,PackSubscribe,V3,Plans/V3/PackSubscribe,parsed_key_result3,POST
V2,set_password,,Password,Set,V2,Password/V2/Set,parsed_data_status,POST
V2,reset_password_otp,,Password,ResetPasswordOTP,V2,Password/V2/ResetPasswordOTP,parsed_data,POST
V2,validate_verification_code,,Password.svc,ValidateVerificationCode,V1,Password.svc/V1/ValidateVerificationCode,parsed_list_data,POST
V2,get_payment,,RegisterCCWVerify.svc,CheckPaymentStatusWithConfirmRegisterCC,V1,RegisterCCWVerify.svc/V1/CheckPaymentStatusWithConfirmRegisterCC,parsed_key_results,GET
V2,get_available_roaming_data_plans,,RoamingPlans.svc,GetRoamingDataPlans,V2,RoamingPlans.svc/V2/GetRoamingDataPlans,parsed_key_results,GET
V2,available_plans,serviceTypes,GetPlans.svc,GetAvailablePlans,V2,GetPlans.svc/V2/GetAvailablePlans,parsed_list_data,GET
V2,current_plans,,GetPlans.svc,GetCurrentPlans,V2,GetPlans.svc/V2/GetCurrentPlans,parsed_list_data,GET
V2,subscribe,MSISDN;ID,SubscribePlans.svc,Subscribe,V2,SubscribePlans.svc/V2/Subscribe,parsed_key_results,GET
V2,unsubscribe,MSISDN;ID,SubscribePlans.svc,Unsubscribe,V2,SubscribePlans.svc/V2/Unsubscribe,parsed_data,GET
V2,change,MSISDN;newID,SubscribePlans.svc,ChangePlan,V2,SubscribePlans.svc/V2/ChangePlan,parsed_key_results,GET
V2,package_price,MSISDN;subscriptionTypeIDs,GetPlans.svc,GetPackagePrice,V2,GetPlans.svc/V2/GetPackagePrice,parsed_key_results,GET
V2,available_and_bundles,MSISDN;serviceTypes,GetPlans.svc,GetAvailablePlansWithBundles,V2,GetPlans.svc/V2/GetAvailablePlansWithBundles,parsed_key_results,GET
V2,get_current_roaming_plans,MSISDN,RoamingPlans.svc,GetCurrentRoamingDataPlans,V2,RoamingPlans.svc/V2/GetCurrentRoamingDataPlans,parsed_key_results,GET
V2,get_available_plans_by_product_code,productCodes;serviceTypes;includeVanityPlan;MSISDN;isIncludePromotion,Available,AvailablePlansByProductCode,v4,Available/v4/AvailablePlansByProductCode,parsed_key_result3,GET
V2,get_predefined_bundles,productCodes;MSISDN;isIncludePromotion,PreDefined.svc,PreDefined,V2,PreDefined.svc/V2/PreDefined,parsed_key_result3,GET
V2,redeem,promoCode;IDNumber,Promotion.svc,ValidateAndReservePromoCode,V2,Promotion.svc/V2/ValidateAndReservePromoCode,parsed_key_results,GET
V2,validate_reward,promoCode,Promotion.svc,ValidatePromoCode,V2,Promotion.svc/V2/ValidatePromoCode,parsed_key_results,GET
V2,redeem_reward,promoCode,Promotion.svc,RedeemPromoCode,V2,Promotion.svc/V2/RedeemPromoCode,parsed_key_results,GET
V2,check_code,MSISDN;is5g;Code,Promo,Check,V2,Promo/V2/Check,parsed_key_result3,GET
V2,profile,,Customer.svc,Profile,v3,Customer.svc/v3/Profile,parsed_user_data,GET
V2,block_unblock_sim,MSISDN;block;OTP,SimReplacment,BlockSIM,V2,SimReplacment/V2/BlockSIM,parsed_key_result3,POST
V3,sim_tracking,,DeliveryInformation.svc,GetDeliverSIMTripTracking,V3,DeliveryInformation.svc/V3/GetDeliverSIMTripTracking,parsed_key_results,GET
V3,pending_reservations,process,FamilyCart,PendingReservation,V3,FamilyCart/V3/PendingReservation,parsed_key_result3,GET
V3,get_cart,UIProcess,FamilyCart,Summary,V3,FamilyCart/V3/Summary,parsed_key_result3,GET
V3,pay,;,FamilyPayment,SubmitFamilyTransOnlinePayment,V3,FamilyPayment/V3/SubmitFamilyTransOnlinePayment,,POST
V3,confirm,,PaymentManagement,ConfirmOnlinePaymentTransaction,v3,PaymentManagement/v3/ConfirmOnlinePaymentTransaction,parsed_key_result3,POST
V3,flow_status,,Customer,FlowStatus,V3,Customer/V3/FlowStatus,parsed_key_results,GET
V3,family_flow_status,,Customer,FamilyFlowStatus,V3,Customer/V3/FamilyFlowStatus,parsed_key_results,GET
V3,is_password_set,,Customer,IsPasswordSet,V3,Customer/V3/IsPasswordSet,parsed_key_results,GET
V3,_filter_status,,,,,,,
V3,numbers_based_on_reservation,reservationTypes,Booked,Reservation,V3,Booked/V3/Reservation,parsed_list_data,GET
V3,next_renewal,MSISDN,GetPlans.svc,GetNextPlanRenewal,V3,GetPlans.svc/V3/GetNextPlanRenewal,parsed_key_results,GET
V3,package_pricing,MSISDN,GetPackagesPricing.svc,GetPackagesPricing,V1,GetPackagesPricing.svc/V1/GetPackagesPricing,parsed_key_results,GET
V3,change,MSISDN;newID,ChangePlans.svc,ChangePlan,V1,ChangePlans.svc/V1/ChangePlan,parsed_key_results,GET
V3,current_plans,,,,,,,
V3,latest_plans,,,,,,,
V3,is_eligible_for_doubling_data_offer,MSISDN,GetPlans.svc,IsEligibleForDoublingDataOffer,V4,GetPlans.svc/V4/IsEligibleForDoublingDataOffer,parsed_key_results,GET
V3,_current_plans,,GetPlans.svc,GetCurrentPlans,V3,GetPlans.svc/V3/GetCurrentPlans,parsed_key_results,GET
V3,get_predefined_bundles,productCodes;MSISDN;isIncludePromotion;PromotionCodes,PreDefined.svc,PreDefined,V3,PreDefined.svc/V3/PreDefined,parsed_key_result3,GET
V3,get_products_by_category,productAttribute,Products,GetProductsByCategory,V1,Products/V1/GetProductsByCategory,parsed_key_result3,GET
V3,redeem,promoCode,Promotion.svc,ValidateAndReservePromoCode,V3,Promotion.svc/V3/ValidateAndReservePromoCode,parsed_key_results,GET
V3,validate_reward,promoCode,Promotion.svc,ValidatePromoCode,V3,Promotion.svc/V3/ValidatePromoCode,parsed_key_results,GET
V4,pay,;;PaymentMethodId,FamilyPayment,SubmitFamilyTransOnlinePayment,V4,FamilyPayment/V4/SubmitFamilyTransOnlinePayment,,POST
V4,predfined_bundles,MSISDN,,,,,,
V4,usage_history_summary,planTypes;MSISDN;filterId,GetUsageHistory.svc,GetUsageHistorySummary,V4,GetUsageHistory.svc/V4/GetUsageHistorySummary,,GET
V4,next_renewal,MSISDN,GetPlans.svc,GetNextPlanRenewal,V4,GetPlans.svc/V4/GetNextPlanRenewal,parsed_key_results,GET
V4,available_plans,serviceTypes,GetPlans.svc,GetAvailablePlans,V4,GetPlans.svc/V4/GetAvailablePlans,,GET
V4,get_saved_plans,,SaveSelectedPlans.svc,GetSavedPlans,V3,SaveSelectedPlans.svc/V3/GetSavedPlans,,GET
V4,available_and_bundles,MSISDN;serviceTypes,GetPlans.svc,GetAvailablePlansWithBundles,V4,GetPlans.svc/V4/GetAvailablePlansWithBundles,,GET
V4,get_current_roaming_plans,MSISDN,RoamingPlans.svc,GetCurrentRoamingDataPlans,V3,RoamingPlans.svc/V3/GetCurrentRoamingDataPlans,,GET
V4,get_available_roaming_data_plans,,RoamingPlans.svc,GetRoamingDataPlans,V3,RoamingPlans.svc/V3/GetRoamingDataPlans,,GET
V4,_current_plans,,GetPlans.svc,GetCurrentPlans,V4,GetPlans.svc/V4/GetCurrentPlans,,GET
V5,predfined_bundles,MSISDN,,,,,,
V5,flow_status,,GetUserProfile.svc,GetFlowStatus,V3,GetUserProfile.svc/V3/GetFlowStatus,parsed_key_results,GET
V6,spending_limit,MSISDN,RechargeAccountBalance.svc,GetSpendinglimit,V3,RechargeAccountBalance.svc/V3/GetSpendinglimit,parsed_key_results,GET
V6,recharge_account,MSISDN;amount,RechargeAccountBalance.svc,RechargeBalance,V3,RechargeAccountBalance.svc/V3/RechargeBalance,parsed_key_results,GET
V6,flow_status,,GetUserProfile.svc,GetFlowStatus,V2,GetUserProfile.svc/V2/GetFlowStatus,parsed_key_results,GET
V6,predfined_bundles,MSISDN,,,,,,
V6,set_spending_limit,MSISDN;Spendlimitvalue,RechargeAccountBalance.svc,SetSpendinglimit,V3,RechargeAccountBalance.svc/V3/SetSpendinglimit,parsed_key_results,GET
V6,change_number_fees,,GetLookUps.svc,GetChangeNumberFees,V2,GetLookUps.svc/V2/GetChangeNumberFees,parsed_key_results,GET
V6,credit_card,,RegisterCCWVerify.svc,GetCreditCardInfo,V2,RegisterCCWVerify.svc/V2/GetCreditCardInfo,parsed_key_results,GET
V6,scheduled_actions,,GetScheduledActions.svc,GetScheduledActions,V2,GetScheduledActions.svc/V2/GetScheduledActions,parsed_key_results,GET
V6,usage_history_summary,planTypes;MSISDN;filterId,GetUsageHistory.svc,GetUsageHistorySummary,V5,GetUsageHistory.svc/V5/GetUsageHistorySummary,,GET
V6,payment_history,MSISDN;fromDate;toDate,PaymentHistory.svc,GetPaymentTransactionsHistory,V4,PaymentHistory.svc/V4/GetPaymentTransactionsHistory,,GET
V6,_filter_status,,,,,,,
V6,_find_key,,,,,,,
V6,_is_actived,,,,,,,
V7,get,,Boosters.svc,GetBoosters,V3,Boosters.svc/V3/GetBoosters,,GET
V7,get_by_plan_ids,,Boosters.svc,GetBoosterByIDs,V3,Boosters.svc/V3/GetBoosterByIDs,parsed_key_results,GET
V7,subscribe,MSISDN;planID,Boosters.svc,SubscribeBooster,V3,Boosters.svc/V3/SubscribeBooster,parsed_key_results,GET
